Timestamp,Value
2017-10-29 20:40:00,-1
2018-01-04 07:32:00,4301
2018-01-11 11:44:00,4172
2018-01-20 01:48:00,4043
2018-01-28 03:52:00,3914
2018-02-02 13:28:00,3835
2018-02-10 21:22:00,3707
2018-02-20 17:46:00,-1
2018-03-06 20:16:00,3992
2018-03-11 00:44:00,-1
2018-03-13 21:36:00,4467
2018-03-16 15:22:00,4447
2018-03-19 18:12:00,4472
2018-03-20 10:30:00,4467
2018-03-22 17:12:00,4429
2018-03-23 17:00:00,-1
2018-05-13 05:38:00,4421
2018-05-15 05:32:00,-1
2018-05-21 14:40:00,4168
2018-05-23 14:26:00,4066
2018-06-01 12:02:00,3965
2018-06-02 09:44:00,-1
2018-06-10 14:16:00,4374
2018-06-12 07:42:00,-1
2018-06-22 20:38:00,4643
2018-06-24 02:50:00,4377
2018-06-25 06:12:00,-1
2018-07-12 22:18:00,4579
2018-07-17 15:42:00,-1
2018-08-02 19:20:00,4721
2018-08-04 00:30:00,-1
2018-08-04 19:34:00,4721
2018-08-06 23:44:00,-1
2018-08-14 03:36:00,4181
2018-08-15 01:42:00,-1
2018-09-04 17:00:00,4632
2018-09-05 14:56:00,4605
2018-09-10 02:56:00,4594
2018-09-12 18:56:00,4331
2018-09-13 17:42:00,3675
2018-09-18 05:46:00,3546
2018-09-20 11:18:00,3675
2018-09-23 07:16:00,3697
2018-09-24 08:12:00,3692
2018-09-26 08:04:00,3754
2018-09-26 21:44:00,3711
2018-09-29 05:20:00,3708
2018-09-30 10:24:00,3693
2018-10-02 08:06:00,3536
2018-10-09 19:18:00,3535
2018-10-18 08:14:00,3406
2018-10-20 04:04:00,4258
2018-10-21 08:16:00,4328
2018-10-22 23:20:00,4080
2018-10-25 20:06:00,4168
2018-10-31 03:40:00,4421
2018-10-31 08:22:00,4168
2018-10-31 11:32:00,4166
2018-11-01 08:18:00,4165
2018-11-04 03:18:00,4168
2018-11-04 16:58:00,4366
2018-11-05 06:12:00,4321
2018-11-05 16:56:00,4320
2018-11-07 08:28:00,-1
2018-11-15 00:00:00,4246
2018-11-16 19:04:00,4171
2018-11-17 02:42:00,4169
2018-11-17 14:28:00,4161
2018-11-17 20:36:00,4159
2018-11-17 23:04:00,4157
2018-11-18 04:04:00,4156
2018-11-18 08:40:00,-1
2018-11-19 01:28:00,4151
2018-11-19 08:38:00,-1
2018-11-21 08:40:00,3175
2018-11-21 14:52:00,3174
2018-11-21 17:20:00,3171
2018-11-22 05:16:00,3154
2018-11-22 08:40:00,3125
2018-11-22 11:34:00,3100
2018-11-22 18:08:00,-1
2018-11-24 03:54:00,3224
2018-11-27 08:08:00,3376
2018-11-28 05:04:00,3581
