Timestamp,Value
2017-10-29 20:40:00,6142
2017-11-17 21:36:00,4356
2017-11-20 00:44:00,4557
2017-11-26 11:48:00,6234
2017-12-01 18:24:00,-1
2017-12-05 12:18:00,6234
2017-12-10 06:12:00,-1
2017-12-11 23:12:00,5976
2017-12-16 17:30:00,5973
2017-12-18 04:26:00,6114
2017-12-22 05:56:00,6125
2017-12-27 18:08:00,6159
2017-12-31 07:02:00,6161
2018-01-05 10:44:00,6197
2018-01-09 12:28:00,6207
2018-01-14 15:58:00,6187
2018-01-17 06:56:00,6135
2018-01-18 16:24:00,6109
2018-01-22 07:00:00,6173
2018-01-23 05:22:00,6257
2018-02-02 13:28:00,5788
2018-02-03 04:56:00,5630
2018-02-04 04:16:00,6017
2018-02-05 00:52:00,6258
2018-02-08 12:08:00,6498
2018-02-13 10:40:00,5445
2018-02-17 01:36:00,5597
2018-02-17 13:52:00,5656
2018-02-18 10:28:00,5730
2018-02-20 17:46:00,5935
2018-02-25 12:08:00,5265
2018-03-02 12:00:00,5313
2018-03-08 05:56:00,5298
2018-03-09 13:44:00,5369
2018-03-10 04:10:00,6654
2018-03-11 10:24:00,6876
2018-03-12 05:14:00,5471
2018-03-13 05:20:00,5424
2018-03-14 04:30:00,5436
2018-03-16 15:22:00,5414
2018-03-18 05:56:00,5420
2018-03-22 15:52:00,5415
2018-03-23 14:48:00,5378
2018-03-25 04:36:00,5372
2018-03-27 15:36:00,5352
2018-03-29 01:30:00,5346
2018-03-30 15:02:00,5350
2018-03-31 10:46:00,5289
2018-04-01 01:52:00,5306
2018-04-04 16:00:00,5274
2018-04-06 09:56:00,5194
2018-04-06 19:06:00,5766
2018-04-06 20:12:00,5394
2018-04-11 02:00:00,5344
2018-04-16 07:18:00,5345
2018-04-16 23:28:00,5344
2018-04-18 03:58:00,5699
2018-04-18 08:44:00,5529
2018-04-20 09:36:00,5797
2018-04-21 03:58:00,5529
2018-04-21 05:00:00,5330
2018-05-02 18:40:00,5265
2018-05-09 07:30:00,5133
2018-05-13 05:38:00,5052
2018-05-15 20:40:00,5739
2018-05-17 04:04:00,5052
2018-05-20 20:56:00,5344
2018-05-20 22:52:00,5052
2018-05-22 01:00:00,5095
2018-05-22 22:48:00,6999
2018-08-23 04:16:00,-1
2018-08-24 00:20:00,5395
2018-08-24 05:20:00,5328
2018-08-24 12:00:00,5350
2018-08-26 07:04:00,5383
2018-08-28 07:28:00,5373
2018-08-28 15:12:00,6999
2018-11-28 05:04:00,4701
2018-11-28 14:52:00,4700
2018-11-30 02:56:00,4697
2018-11-30 22:52:00,4690
2018-12-01 15:52:00,4688
2018-12-01 21:36:00,4686
2018-12-02 12:52:00,4684
2018-12-03 02:06:00,4682
2018-12-03 15:16:00,4680
2018-12-03 19:16:00,4678
2018-12-04 02:08:00,4676
2018-12-04 17:40:00,4674
2018-12-06 17:14:00,4668
2018-12-06 22:08:00,4665
2018-12-08 17:30:00,4662
2018-12-08 21:26:00,4660
2018-12-10 00:44:00,4656
2018-12-10 15:04:00,4653
2018-12-11 14:26:00,4651
2018-12-11 19:34:00,4650
2018-12-12 15:48:00,4648
2018-12-13 01:46:00,4647
2018-12-13 18:04:00,4643
2018-12-14 16:12:00,4641
2018-12-14 19:20:00,4640
2018-12-15 13:16:00,4638
2018-12-15 15:28:00,4636
2018-12-16 02:52:00,4634
2018-12-17 21:12:00,4629
2018-12-18 00:28:00,4627
2018-12-20 11:40:00,3768
2018-12-21 01:48:00,4627
2019-01-08 02:12:00,4626
2019-01-08 14:36:00,4625
2019-01-08 19:48:00,4624
2019-01-09 02:00:00,4623
2019-01-09 13:52:00,4622
2019-01-09 19:20:00,4621
2019-01-10 16:44:00,4620
2019-01-10 23:12:00,4619
2019-01-11 15:36:00,4618
2019-01-12 00:00:00,4617
2019-01-12 09:08:00,4616
2019-01-12 21:58:00,4613
2019-01-13 16:36:00,4610
2019-01-14 18:20:00,4607
2019-01-15 00:20:00,4605
2019-01-15 15:00:00,4602
2019-01-17 11:56:00,4486
2019-01-19 20:40:00,4508
2019-01-22 01:40:00,4409
2019-01-23 05:40:00,4428
2019-01-24 06:40:00,4601
2019-01-26 04:32:00,4600
2019-01-26 09:14:00,4428
2019-01-26 17:16:00,4600
2019-01-26 20:00:00,4428
2019-01-27 05:00:00,4600
2019-01-28 08:32:00,4599
2019-01-29 17:00:00,4600
2019-01-30 19:48:00,4598
2019-01-30 20:24:00,4497
2019-02-08 05:08:00,4508
2019-02-09 21:28:00,4597
2019-02-10 09:12:00,4598
2019-02-15 09:40:00,5487
2019-02-16 05:08:00,4598
2019-02-17 20:52:00,4589
2019-02-17 23:32:00,5387
2019-02-18 08:32:00,4581
2019-02-20 19:16:00,4508
2019-02-21 02:20:00,4481
2019-02-23 02:50:00,4508
2019-02-28 10:02:00,4507
2019-03-02 16:22:00,5386
2019-03-07 03:04:00,4506
2019-03-09 09:54:00,5385
2019-03-11 18:32:00,4506
2019-03-12 05:38:00,4505
2019-03-15 18:48:00,4501
2019-03-15 21:00:00,4494
2019-03-15 22:12:00,4492
2019-03-16 00:44:00,4485
2019-03-16 04:52:00,4471
2019-03-16 07:52:00,4461
2019-03-16 10:02:00,4455
2019-03-16 13:48:00,4449
2019-03-16 21:20:00,4428
2019-03-17 02:52:00,4425
2019-03-20 17:28:00,4503
2019-03-20 21:24:00,4421
2019-03-21 03:36:00,4383
2019-03-21 05:24:00,4377
2019-03-21 09:32:00,4342
2019-03-21 11:44:00,4335
2019-03-21 15:04:00,4334
2019-03-21 16:32:00,4326
2019-03-21 17:38:00,4320
2019-03-21 21:00:00,4302
2019-03-21 22:16:00,4290
2019-03-22 01:16:00,4282
2019-03-22 02:32:00,4264
2019-03-22 18:32:00,4499
2019-03-23 10:18:00,4498
2019-03-23 18:52:00,4497
2019-03-23 23:12:00,4498
2019-03-24 23:44:00,4445
2019-03-26 02:08:00,4428
2019-03-26 03:40:00,4444
2019-03-26 10:06:00,4445
2019-03-28 04:24:00,4426
2019-03-28 08:40:00,4399
2019-03-28 17:52:00,4353
2019-03-28 22:22:00,4335
2019-03-29 00:32:00,4323
2019-03-29 08:00:00,4287
2019-03-29 10:28:00,4272
2019-03-29 14:36:00,4264
2019-03-31 03:34:00,4444
2019-03-31 10:48:00,4443
2019-04-02 15:50:00,4415
2019-04-02 18:18:00,4414
2019-04-03 11:04:00,5282
2019-04-03 14:12:00,4414
2019-04-03 23:38:00,4412
2019-04-04 16:24:00,4411
2019-04-04 19:08:00,4410
2019-04-05 17:30:00,4409
2019-04-05 19:16:00,4407
2019-04-05 21:58:00,4406
