Timestamp,Value
2018-01-04 07:32:00,1
2018-02-20 17:46:00,-1
2018-03-06 20:16:00,1
2018-03-11 00:44:00,-1
2018-03-13 21:36:00,1
2018-03-23 17:00:00,-1
2018-05-13 05:38:00,1
2018-05-15 05:32:00,-1
2018-05-21 14:40:00,1
2018-05-23 14:26:00,2
2018-05-29 11:16:00,1
2018-05-30 05:14:00,2
2018-06-02 09:44:00,-1
2018-06-10 14:16:00,1
2018-06-12 07:42:00,-1
2018-06-22 20:38:00,1
2018-06-25 06:12:00,-1
2018-07-12 22:18:00,1
2018-07-17 15:42:00,-1
2018-08-02 19:20:00,1
2018-08-04 00:30:00,-1
2018-08-04 19:34:00,1
2018-08-06 23:44:00,-1
2018-08-14 03:36:00,1
2018-08-15 01:42:00,-1
2018-09-04 17:00:00,1
2018-09-12 18:56:00,2
2018-09-13 17:42:00,3
2018-09-17 03:00:00,2
2018-09-18 05:46:00,3
2018-09-21 23:12:00,4
2018-09-22 12:28:00,3
2018-09-23 07:16:00,5
2018-09-23 22:28:00,4
2018-09-24 20:24:00,5
2018-09-25 08:10:00,4
2018-09-27 20:40:00,3
2018-09-30 01:56:00,4
2018-09-30 22:40:00,3
2018-10-02 02:28:00,2
2018-10-03 02:42:00,1
2018-10-06 08:08:00,2
2018-10-07 04:30:00,1
2018-10-14 05:52:00,2
2018-10-15 01:36:00,3
2018-10-17 15:32:00,2
2018-10-20 04:04:00,1
2018-10-22 23:20:00,2
2018-10-24 08:16:00,1
2018-10-25 20:06:00,2
2018-10-31 03:40:00,1
2018-10-31 08:22:00,2
2018-10-31 19:32:00,3
2018-11-04 16:58:00,2
2018-11-06 04:52:00,1
2018-11-07 08:28:00,-1
2018-11-15 00:00:00,1
2018-11-18 08:40:00,-1
2018-11-19 01:28:00,1
2018-11-19 08:38:00,-1
2018-11-21 08:40:00,1
2018-11-22 18:08:00,-1
2018-11-24 03:54:00,1
2018-11-28 00:22:00,2
2018-11-28 05:04:00,1
2018-11-29 08:48:00,-1
2018-12-03 02:06:00,1
2018-12-03 22:12:00,2
2018-12-06 22:08:00,3
2018-12-15 16:46:00,4
2018-12-17 21:12:00,3
2018-12-20 05:16:00,2
2019-01-01 05:20:00,1
2019-01-02 09:12:00,-1
2019-01-05 02:12:00,2
2019-01-07 19:30:00,1
2019-01-16 09:08:00,2
2019-01-17 02:12:00,3
2019-01-21 06:32:00,4
2019-02-06 22:16:00,5
2019-02-09 00:12:00,6
2019-02-12 20:36:00,7
2019-02-21 02:20:00,6
2019-02-21 04:50:00,5
2019-03-02 05:54:00,4
2019-03-11 18:32:00,5
2019-03-13 02:44:00,6
2019-03-16 21:20:00,5
2019-03-17 06:28:00,4
