Timestamp,Value
2017-10-29 20:40:00,-1
2017-11-19 11:36:00,138849
2017-11-20 00:44:00,67762
2017-11-20 16:48:00,74305
2017-11-21 08:16:00,64999
2017-11-22 00:56:00,114275
2017-11-24 01:42:00,191374
2017-11-26 11:48:00,184418
2017-11-26 14:22:00,184838
2017-11-28 08:56:00,299082
2017-12-01 18:24:00,377029
2017-12-02 14:14:00,382064
2017-12-03 18:04:00,394486
2017-12-05 12:18:00,427645
2017-12-06 12:36:00,444873
2017-12-10 06:12:00,139684
2017-12-11 23:12:00,266458
2017-12-13 14:24:00,121953
2017-12-16 17:30:00,242686
2017-12-18 04:26:00,86908
2017-12-19 03:46:00,173723
2017-12-22 05:56:00,221605
2017-12-22 17:04:00,227284
2017-12-23 00:14:00,233132
2017-12-24 00:40:00,87194
2017-12-27 18:08:00,152318
2017-12-28 04:00:00,175760
2017-12-31 07:02:00,179261
2017-12-31 22:36:00,42432
2018-01-04 07:32:00,54175
2018-01-04 12:04:00,61513
2018-01-05 10:44:00,74085
2018-01-06 01:56:00,60851
2018-01-06 22:10:00,42435
2018-01-07 14:00:00,50649
2018-01-08 05:48:00,38901
2018-01-08 20:44:00,39327
2018-01-09 12:28:00,38423
2018-01-10 05:16:00,77537
2018-01-10 16:36:00,79730
2018-01-11 11:44:00,58457
2018-01-12 02:36:00,99256
2018-01-12 16:44:00,113507
2018-01-13 09:22:00,55719
2018-01-14 01:06:00,100404
2018-01-14 15:58:00,55443
2018-01-15 08:48:00,35618
2018-01-15 23:12:00,42339
2018-01-16 14:42:00,53955
2018-01-17 06:56:00,96753
2018-01-18 01:48:00,111530
2018-01-18 16:24:00,71001
2018-01-19 06:00:00,41854
2018-01-20 01:48:00,57944
2018-01-21 09:04:00,57569
2018-01-21 17:00:00,61127
2018-01-21 21:16:00,39312
2018-01-22 04:54:00,39356
2018-01-22 07:00:00,48355
2018-01-22 17:20:00,57763
2018-01-22 19:32:00,64764
2018-01-23 01:24:00,86892
2018-01-23 05:22:00,53610
2018-01-23 09:50:00,64584
2018-01-23 17:00:00,68903
2018-01-23 18:18:00,75266
2018-01-23 21:56:00,86904
2018-01-24 06:30:00,66925
2018-01-24 10:38:00,40882
2018-01-24 12:54:00,43453
2018-01-24 15:52:00,44541
2018-01-24 18:32:00,31970
2018-01-24 22:40:00,28685
2018-01-25 01:04:00,36052
2018-01-25 06:36:00,50472
2018-01-25 11:00:00,54457
2018-01-25 13:26:00,54981
2018-01-25 18:40:00,65586
2018-01-25 21:24:00,72770
2018-01-25 23:04:00,79389
2018-01-26 01:32:00,43118
2018-01-26 06:46:00,58552
2018-01-26 11:10:00,63249
2018-01-27 03:56:00,100424
2018-01-28 03:52:00,63813
2018-01-28 19:30:00,83510
2018-01-29 12:12:00,125017
2018-01-29 21:10:00,58419
2018-01-30 10:16:00,50267
2018-02-01 00:20:00,48516
2018-02-01 23:26:00,28276
2018-02-02 13:28:00,40490
2018-02-03 04:56:00,45367
2018-02-04 04:16:00,37550
2018-02-05 00:52:00,28398
2018-02-05 15:08:00,36679
2018-02-06 06:24:00,58135
2018-02-07 04:54:00,48786
2018-02-08 12:08:00,110430
2018-02-08 21:04:00,39991
2018-02-09 22:26:00,62283
2018-02-10 01:56:00,73783
2018-02-10 03:24:00,41909
2018-02-10 21:22:00,77459
2018-02-11 13:52:00,97660
2018-02-11 22:16:00,106609
2018-02-12 11:12:00,86571
2018-02-12 15:08:00,86112
2018-02-12 17:48:00,86956
2018-02-13 10:40:00,41221
2018-02-13 14:48:00,43903
2018-02-13 21:54:00,28348
2018-02-17 01:36:00,54038
2018-02-17 13:52:00,23201
2018-02-17 17:24:00,26602
2018-02-17 23:48:00,40960
2018-02-18 02:44:00,30736
2018-02-18 05:32:00,36611
2018-02-18 10:28:00,43275
2018-02-18 21:28:00,32665
2018-02-20 17:46:00,16498
2018-02-20 19:18:00,19141
2018-02-20 23:12:00,20061
2018-02-21 20:00:00,22737
2018-02-21 21:28:00,26766
2018-02-21 22:52:00,20540
2018-02-22 16:24:00,27435
2018-02-22 21:58:00,25996
2018-02-22 23:30:00,27995
2018-02-23 06:32:00,17211
2018-02-23 16:00:00,19584
2018-02-24 02:40:00,24469
2018-02-25 12:08:00,15966
2018-02-25 20:48:00,19058
2018-02-27 02:00:00,20452
2018-02-27 15:52:00,25118
