Timestamp,Value
2022-12-14 07:36:00,1227
2022-12-14 15:40:00,1266
2022-12-14 17:28:00,1228
2022-12-14 19:00:00,1318
2022-12-14 23:16:00,1292
2022-12-15 02:16:00,1441
2022-12-15 07:26:00,1435
2022-12-15 10:30:00,1303
2022-12-15 12:12:00,1435
2022-12-15 15:54:00,1208
2022-12-15 18:00:00,1232
2022-12-15 21:22:00,1197
2022-12-16 00:30:00,1233
2022-12-16 02:32:00,1177
2022-12-16 04:52:00,1124
2022-12-16 08:40:00,1106
2022-12-16 16:24:00,1126
2022-12-16 19:20:00,1116
2022-12-16 22:04:00,1107
2022-12-17 01:56:00,1202
2022-12-17 03:40:00,1266
2022-12-17 12:12:00,1153
2022-12-17 14:40:00,1220
2022-12-17 22:56:00,1180
2022-12-18 05:40:00,1176
2022-12-18 08:46:00,1129
2022-12-18 11:54:00,1133
2022-12-18 15:08:00,1129
2022-12-18 18:00:00,1105
2022-12-18 22:36:00,1115
2022-12-19 02:34:00,1101
2022-12-19 06:20:00,1103
2022-12-19 09:28:00,1085
2022-12-19 17:06:00,1149
2022-12-19 20:12:00,1142
2022-12-20 09:12:00,1052
2022-12-20 15:14:00,1081
2022-12-20 19:16:00,1049
2022-12-20 21:42:00,1072
2022-12-21 02:28:00,1075
2022-12-21 04:06:00,1077
2022-12-21 08:28:00,1092
2022-12-21 10:20:00,1118
2022-12-21 15:28:00,1117
2022-12-21 17:32:00,1076
2022-12-21 21:32:00,1092
2022-12-22 02:28:00,1115
2022-12-22 09:44:00,1182
2022-12-22 11:48:00,1169
2022-12-22 15:36:00,1170
2022-12-22 19:48:00,1211
2022-12-22 23:32:00,1220
2022-12-23 07:00:00,1204
2022-12-23 12:00:00,1255
2022-12-23 18:46:00,1202
2022-12-23 22:48:00,1103
2022-12-24 05:20:00,1127
2022-12-24 10:16:00,1104
2022-12-24 15:12:00,1085
2022-12-24 17:46:00,1079
2022-12-24 21:26:00,1024
2022-12-25 01:12:00,1035
2022-12-25 01:24:00,1024
2022-12-25 10:44:00,1054
2022-12-25 17:48:00,990
2022-12-25 23:58:00,852
2022-12-26 03:56:00,826
2022-12-26 06:36:00,734
2022-12-26 12:16:00,691
2022-12-26 20:40:00,724
2022-12-26 23:44:00,761
2022-12-27 02:24:00,738
2022-12-27 07:50:00,777
2022-12-27 12:20:00,764
2022-12-27 18:24:00,780
2022-12-27 19:56:00,804
2022-12-27 22:00:00,861
2022-12-28 06:48:00,880
2022-12-28 09:12:00,883
2022-12-28 13:38:00,884
2022-12-28 18:24:00,967
2022-12-28 20:08:00,956
2022-12-29 01:28:00,950
2022-12-29 07:24:00,876
2022-12-29 11:26:00,838
2022-12-29 13:12:00,876
2022-12-29 15:16:00,860
2022-12-29 18:20:00,873
2022-12-29 22:36:00,949
2022-12-30 02:18:00,919
2022-12-30 08:56:00,969
2022-12-30 11:52:00,985
2022-12-30 14:16:00,970
2022-12-30 16:00:00,980
2022-12-30 22:10:00,1060
2022-12-31 02:32:00,1039
2022-12-31 05:00:00,1060
2022-12-31 06:42:00,1086
2022-12-31 13:12:00,1074
2022-12-31 18:32:00,1069
2022-12-31 21:44:00,1097
2022-12-31 23:52:00,1193
2023-01-01 01:30:00,1097
2023-01-01 06:20:00,1108
2023-01-01 12:08:00,1183
2023-01-01 15:58:00,1131
2023-01-01 18:08:00,1174
2023-01-01 21:32:00,1357
2023-01-02 05:20:00,1024
2023-01-02 07:36:00,1042
2023-01-02 10:16:00,1114
2023-01-02 14:30:00,1133
2023-01-02 16:38:00,1179
2023-01-02 20:04:00,1361
2023-01-02 23:34:00,1482
2023-01-03 01:24:00,1361
2023-01-03 03:58:00,1528
2023-01-03 06:10:00,1465
2023-01-03 08:04:00,1528
2023-01-03 12:18:00,1287
2023-01-03 16:04:00,1316
2023-01-03 19:32:00,1362
2023-01-03 21:06:00,1388
2023-01-04 03:52:00,1466
2023-01-04 11:22:00,1340
2023-01-04 15:10:00,1324
2023-01-04 17:30:00,1313
2023-01-04 21:20:00,1301
2023-01-05 01:28:00,1322
2023-01-05 10:32:00,1319
2023-01-05 12:12:00,1335
2023-01-05 15:34:00,1261
2023-01-05 20:32:00,1267
2023-01-05 23:54:00,1295
2023-01-06 01:44:00,1267
2023-01-06 08:02:00,1275
2023-01-06 09:42:00,1235
2023-01-06 14:20:00,1228
2023-01-06 16:00:00,1235
2023-01-06 18:12:00,1238
2023-01-06 22:00:00,1255
2023-01-07 06:12:00,1267
2023-01-07 12:52:00,1279
2023-01-08 00:36:00,1247
2023-01-08 05:00:00,1237
2023-01-08 16:32:00,1253
2023-01-08 19:00:00,1241
2023-01-08 22:56:00,1224
2023-01-09 00:52:00,1221
2023-01-09 05:44:00,1226
2023-01-09 11:36:00,1239
2023-01-09 18:00:00,1230
2023-01-10 00:52:00,1226
2023-01-10 08:04:00,1225
2023-01-10 15:22:00,1221
2023-01-10 19:40:00,1234
2023-01-10 23:40:00,1230
2023-01-11 00:26:00,1234
2023-01-11 04:02:00,1220
2023-01-11 05:36:00,1230
2023-01-11 07:52:00,1204
2023-01-11 12:56:00,1198
2023-01-11 15:02:00,1197
2023-01-11 20:12:00,1188
2023-01-12 01:16:00,1192
2023-01-12 02:52:00,1195
2023-01-12 07:10:00,1224
2023-01-12 11:00:00,1212
2023-01-12 12:52:00,1224
2023-01-12 21:36:00,1260
2023-01-12 23:28:00,1319
2023-01-13 01:08:00,1288
2023-01-13 03:20:00,1295
2023-01-13 06:04:00,1288
2023-01-13 07:48:00,1311
2023-01-13 12:24:00,1322
2023-01-13 14:56:00,1286
2023-01-13 16:48:00,1294
2023-01-13 18:46:00,1286
2023-01-13 20:20:00,1299
2023-01-14 00:04:00,1350
2023-01-14 01:44:00,1345
2023-01-14 07:28:00,1364
2023-01-14 10:02:00,1395
2023-01-14 16:06:00,1428
2023-01-14 23:12:00,1485
2023-01-15 00:44:00,1416
2023-01-15 03:52:00,1418
2023-01-15 09:46:00,1356
2023-01-15 11:28:00,1386
